author,year,doi,mention_id,song_id,n_mentions,type,artist,title,passage,chills,notes
Grewe et al.,2011,10.1177/0305735610362950,m00350,s00127,1,empirical,César Franck,Choral No. 3 in A minor - FWV 40,NA,NA,Orgelmusik Im Hohen Dom zu Passau
Grewe et al.,2011,10.1177/0305735610362950,m00351,s00310,3,empirical,Hans Zimmer and Klaus Badelt,The Medallion Calls,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00352,s00051,3,empirical,Antonio Vivaldi,The Four Seasons,Summer,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00353,s00017,3,empirical,Alan Silvestri,Forrest Gump Suite,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00354,s00205,2,empirical,Edward Elgar,Cello Concerto in E minor - Op. 85,Mvt. 1 (Adagio - Moderato),NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00355,s00644,4,empirical,Richard Wagner,Lohengrin - WWV 75,Overture,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00356,s00367,1,empirical,Jean Sibelius,Violin Concerto in D minor - Op. 47,Mvt. 1 (Allegro moderato),NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00357,s00586,1,empirical,Phil Collins,Easy Lover,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00358,s00208,4,empirical,Edward Elgar,Variations on an Original Theme - Op. 36 (Enigma Variations),Var. 9 (Nimrod),NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00359,s00773,7,empirical,Tomaso Albinoni,Adagio in G minor,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00360,s00394,1,empirical,Johannes Brahms,Clarinet Quintet in B minor - Op. 115,Mvt. 1 (Allegro),NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00361,s00812,12,empirical,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Tuba mirum; Confutatis; Lacrimosa,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00362,s00309,1,empirical,Hans Zimmer and Klaus Badelt,Barbossa Is Hungry,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00363,s00290,1,empirical,Giuseppe Verdi,Nabucco,Overture,NA,NA
Schurtz et al.,2012,10.1007/s11031-011-9243-8,m00364,s00479,3,anecdote,Ludwig van Beethoven,Symphony No. 5 in C minor - Op. 67,NA,NA,NA
Schurtz et al.,2012,10.1007/s11031-011-9243-8,m00365,s00362,1,report,Jay Z and Rihanna,Run This Town,NA,Rihanna's opening part,NA
Altenmüller et al.,2013,10.1093/acprof:oso/9780199583560.003.0019,m00366,s00637,2,discussion,Richard Strauss,Breit Über Mein Haupt,NA,NA,NA
Altenmüller et al.,2013,10.1093/acprof:oso/9780199583560.003.0019,m00367,s00389,3,discussion,Johann Sebastian Bach,St Matthew Passion - BWV 244,NA,Part 2: No. 54 (Barrabas!),NA
Altenmüller et al.,2013,10.1093/acprof:oso/9780199583560.003.0019,m00368,s00812,12,discussion,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Dies irae; Tuba mirum; Rex tremendae; Confutatis; Lacrimosa,NA,NA
Altenmüller et al.,2013,10.1093/acprof:oso/9780199583560.003.0019,m00369,s00393,2,discussion,Johann Sebastian Bach,Unser Leben ist ein Schatten,NA,NA,NA
Altenmüller et al.,2013,10.1093/acprof:oso/9780199583560.003.0019,m00370,s00285,2,discussion,Giacomo Puccini,Requiem,NA,NA,NA
Branković,2013,NA,m00371,s00409a,6,discussion,John Stafford Smith,The Star-Spangled Banner,NA,NA,NA
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00372,s00456b,4,empirical,Leonard Cohen,Hallelujah,NA,NA,Interpreted by Jeff Buckley
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00373,s00528,1,empirical,Modest Mussorgsky,Night on Bald Mountain,NA,NA,NA
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00374,s00288,1,empirical,Gioachino Rossini,William Tell Overture,NA,NA,NA
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00375,s00603,1,empirical,Providence,J. O. Forbes of Course,NA,NA,NA
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00376,s00575,1,empirical,Paul Brady,Paddy's Green Shamrock Shore,NA,NA,NA
Jaimovich et al.,2013,10.1007/978-3-642-41248-6_2,m00377,s00555,1,empirical,Neil Young,Only Love Can Break Your Heart,NA,NA,NA
Konečni,2013,10.5406/jaesteduc.47.1.0001,m00378,s00680,4,discussion,Sergei Rachmaninoff,Piano Concerto No. 2 in C minor - Op. 18,Final portion,NA,NA
Konečni,2013,10.5406/jaesteduc.47.1.0001,m00379,s00409a,6,discussion,John Stafford Smith,The Star-Spangled Banner,NA,NA,NA
Konečni,2013,10.5406/jaesteduc.47.1.0001,m00380,s00583,3,discussion,Peter Dodds McCormick,Advance Australia Fair,NA,NA,NA
Mlejnek,2013,NA,m00381,s00608,2,report,Pyotr Ilyich Tchaikovsky,Violin Concerto in D major - Op. 35,Mvt. 1,Entrance of violin,NA
Balteș & Miu,2014,10.1037/pmu0000030,m00382,s00284,1,empirical,Giacomo Puccini,Madama Butterfly,NA,NA,NA
Juslin et al.,2014,10.1177/0305735613484548,m00383,s00221,2,empirical,Ernest Bloch,Prayer,NA,NA,NA
Silvia et al.,2015,10.1037/aca0000028,m00384,s00692,2,empirical,Sigur Rós,Hoppípolla,NA,NA,NA
Weth et al.,2015,10.1177/1029864915606796,m00385,s00773,7,empirical,Tomaso Albinoni,Adagio in G minor,Mm. 3–29 D.C. 1–21,NA,NA
Colver & El-Alayli,2016,10.1177/0305735615572358,m00386,s00388,1,empirical,Johann Sebastian Bach,St John Passion - BWV 245,Part 1 (Herr - Unser Herrscher) - First 2 min 11 s,NA,NA
Colver & El-Alayli,2016,10.1177/0305735615572358,m00387,s00263,5,empirical,Frédéric Chopin,Piano Concerto No. 1 in E minor - Op. 11,First 2 min 18 s,NA,NA
Colver & El-Alayli,2016,10.1177/0305735615572358,m00388,s00015,5,empirical,Air Supply,Making Love Out of Nothing at All,First 53 s,NA,NA
Colver & El-Alayli,2016,10.1177/0305735615572358,m00389,s00789,1,empirical,Vangelis,Mythodea - Movement 6,First 3 min 21 s,NA,NA
Colver & El-Alayli,2016,10.1177/0305735615572358,m00390,s00307,1,empirical,Hans Zimmer,Oogway Ascends,First 2 min,NA,NA
Laeng et al.,2016,10.1016/j.concog.2016.07.009,m00391,s00481a,5,discussion,Ludwig van Beethoven,Symphony No. 9 in D minor - Op. 125,Mvt. 4 (Ode to Joy),NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00392,s00179,1,empirical,Death Cab for Cutie,Someday You Will Be Loved ,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00393,s00280,1,empirical,George Winston,Moon,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00394,s00518,1,empirical,MIKA,Happy Ending,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00395,s00181,1,empirical,Deep Forest,Sweet Lullaby,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00396,s00537,1,empirical,My Bloody Valentine,What You Want,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00397,s00801,1,empirical,Wilco,On and On and On,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00398,s00091,1,empirical,Blue Devils,Constantly Risking Absurdity,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00399,s00515,1,empirical,Michael Kamen,The New Moon in the Old Moon's Arms,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00400,s00646,1,empirical,Richard Wagner,Tristan und Isolde - WWV 90,Liebestod,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00401,s00041,1,report,Animal Collective,My Girls,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00402,s00060,1,report,Au Revoir Simone,Knight of Wands,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00403,s00095,1,report,Bon Iver,Flume,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00404,s00372,1,report,jj,From Africa to Malaga,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00405,s00573,1,report,Passion Pit,Better Things,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00406,s00298,3,empirical,Gustav Mahler,Symphony No. 1 in D major,Mvt. 1,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00407,s00468,1,empirical,Ludwig van Beethoven,Egmond - Op. 84,Overture,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00408,s00676,1,empirical,Sergei Prokofiev,Lieutenant Kijé,Mvt. 1 - Mm. 8–53,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00409,s00576,1,empirical,Paul Simon,Graceland,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00410,s00772,1,empirical,Tom Petty,Time to Move On,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00411,s00002,2,empirical,Aaron Copland,Appalachian Spring,Mvt. 2,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00412,s00069,1,report,Bag Raiders,Shooting Star,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00413,s00170,1,report,Dave Matthews Band,Crush,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00414,s00743,1,report,The Grateful Dead,Ripple,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00415,s00632,1,report,Ray LaMontagne,Empty,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00416,s00029,1,report,Amos Lee,Colors,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00417,s00084,1,report,Billy Joel,Vienna,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00418,s00213,1,report,Elvis Costello,Allison,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00419,s00319,1,report,Holly Brook,Heavy,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00420,s00153,1,report,Coldplay,Strawberry Swing,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00421,s00437,1,report,Kishi Bashi,Manchester,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00422,s00726,1,report,Talking Heads,This Must Be the Place,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00423,s00800,1,report,Wilco,Jesus - Etc.,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00424,s00076,1,empirical,Belle and Sebastian,I Fought in a War,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00425,s00078,1,empirical,Belle and Sebastian,The Model,NA,NA,NA
Sachs et al.,2016,10.1093/scan/nsw009,m00426,s00077,1,empirical,Belle and Sebastian,Like Dylan in the Movies,NA,NA,NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00427,s00773,7,empirical,Tomaso Albinoni,Adagio in G minor,Mm. 9–26,NA,NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00428,s00667a,8,empirical,Samuel Barber,Adagio for Strings,Mm. 1–10,NA,NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00429,s00505,4,empirical,Max Bruch,Kol Nidrei - Op. 47,Mm. 10–23,M. 21 (Entrance of cello and orchestra),NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00430,s00263,5,empirical,Frédéric Chopin,Piano Concerto No. 1 in E minor - Op. 11,Mm. 13–30,M. 29 (Crescendo and chromatic progression),NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00431,s00234,3,empirical,Felix Mendelssohn,Piano Trio No. 1 in D minor - Op. 49,Mvt. 2 - Mm. 1–20,M. 9 (Entrance of violin and viola),NA
Grunkina et al.,2017,10.3389/fnhum.2016.00670,m00432,s00811,4,empirical,Wolfgang Amadeus Mozart,Piano Concerto No. 23 in A major - K. 488,Mvt. 2 - Mm. 1–19,M. 16 (Changes in volume and pitch),NA
Mori & Iwanaga,2017,10.1038/srep46063,m00433,s00534,1,report,Mr. Children,君が好き,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00434,s00718,1,report,Superfly,Hello Hello,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00435,s00525,1,report,Misia,逢いたくていま,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00436,s00553,1,report,Nana Mizuki,Pray,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00437,s00715,1,report,Suara,キミガタメ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00438,s00825,1,report,YUI,How Crazy,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00439,s00625,1,report,Radwimps,愛し,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00440,s00703,1,report,Spitz,めざめ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00441,s00833,1,report,サスケ,卒業の日,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00442,s00836,1,report,東京事変,透明人間,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00443,s00426,1,report,Judy and Mary,くじら 12 号,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00444,s00081,1,report,BIGMAMA,Paper-Craft,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00445,s00842,1,report,電気グルーヴ,虹 (Short Cut Mix),NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00446,s00841,1,report,電気グルーヴ,安里屋ユンタ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00447,s00840,1,report,電気グルーヴ,Shangri-La,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00448,s00014,1,report,aiko,カブトムシ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00449,s00490,1,report,Mao Abe,貴方の恋人になりたいのです,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00450,s00025,1,report,Ali Project,薔薇獄乙女,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00451,s00116,1,report,Bump of Chicken,飴玉の唄,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00452,s00489,1,report,Mao Abe,いつの日も,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00453,s00832,1,report,コブクロ,Fragile Mind,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00454,s00510,1,report,Megumi Hayashibara,集結の園へ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00455,s00064,1,report,B'z,It's Showtime,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00456,s00065,1,report,B'z,さよなら傷だらけの日々よ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00457,s00599,1,report,Porno Graffitti,Rainbow,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00458,s00597,1,report,Plenty,枠,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00459,s00042,1,report,Anri Kumaki,花言葉,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00460,s00348,1,report,Infinity 16,いつまでもメリークリスマス,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00461,s00225,1,report,Exile,I Wish For You,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00462,s00245,1,report,Flumpool,君に届け,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00463,s00834,1,report,ジン,Fuga,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00464,s00433,1,report,Kazushi Miyazawa and Joe Hisaishi,旅立ちの時 ～Asian Dream Song～,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00465,s00115,1,report,Bump of Chicken,車輪の唄,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00466,s00795,1,report,WEAVER,君と僕のテーマソング,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00467,s00796,1,report,WEAVER,心の中まで,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00468,s00797,1,report,WEAVER,白朝夢,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00469,s00039,1,report,Angela Aki,手紙 ～拝啓十五の君へ～,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00470,s00311,1,report,HARCO,世界でいちばん頑張ってる君に,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00471,s00267,1,report,Funky Monkey Babys,あとひとつ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00472,s00239,1,report,Field of View,Dreams,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00473,s00240,1,report,Field of View,この街で君と暮らしたい,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00474,s00001,1,report,19,あの紙ヒコーキくもり空わって,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00475,s00063,1,report,Ayaka Hirahara,Jupiter,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00476,s00334,1,report,HY,366 日,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00477,s00671,1,report,Satoshi Ohno,Take Me Faraway,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00478,s00320,1,report,Honey L Days,まなざし,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00479,s00624,1,report,Radwimps,ふたりごと,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00480,s00016,1,report,AKB48,会いたかった,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00481,s00355,1,report,JAM Project,Name ～君の名は～,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00482,s00357,1,report,JAM Project,未来への咆哮,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00483,s00354,1,report,JAM Project,GONG,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00484,s00520,1,report,Mika Nakashima,雪の華,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00485,s00524,1,report,Misia,Everything,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00486,s00062,1,report,Ayaka,夢を味方に,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00487,s00830,1,report,いきものがかり,ふたり (Album version),NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00488,s00439,1,report,Kō Shibasaki,Nervous,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00489,s00114,1,report,Bump of Chicken,Stage of the Ground,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00490,s00353,1,report,JAM Project,Crest of Z's,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00491,s00113,1,report,Bump of Chicken,Sailing Day,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00492,s00650,1,report,Ringo Sheena,Spica,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00493,s00058,1,report,Asian Kung-Fu Generation,ソラニン,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00494,s00581,1,report,Perfume,Dream Fighter,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00495,s00839,1,report,東方神起,明日は来るから,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00496,s00837,1,report,東方神起,Love in the Ice,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00497,s00230,1,report,F.T. Island,Treasure,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00498,s00612,1,report,Quruli,春風,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00499,s00633,1,report,RC Succession,君が僕を知ってる,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00500,s00649,1,report,Ringo Sheena,Morphine,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00501,s00227,1,report,Exile,道,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00502,s00226,1,report,Exile,Lovers Again,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00503,s00626,1,report,Radwimps,有心論,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00504,s00066,1,report,B'z,今夜月の見える丘に,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00505,s00488,1,report,Mai Kuraki,Time After Time,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00506,s00719,1,report,Superfly,愛をこめて花束を,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00507,s00835,1,report,ゆず,栄光の架橋,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00508,s00036,1,report,Angela Aki,Kiss Me Good Bye,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00509,s00037,1,report,Angela Aki,This Love,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00510,s00038,1,report,Angela Aki,愛の季節,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00511,s00530,1,report,Mongol800,Face to Face,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00512,s00531,1,report,Mongol800,琉球愛歌,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00513,s00652,1,report,Road of Major,雑草,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00514,s00824,1,report,Yoshiki Fukuyama,真赤な誓い,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00515,s00717,1,report,Supercell,君の知らない物語,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00516,s00061,1,report,Aya Hirano,God Knows,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00517,s00831,1,report,いきものがかり,青春ライン,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00518,s00112,1,report,Bump of Chicken,Karma,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00519,s00788,1,report,UVERworld,心とココロ,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00520,s00621,1,report,Radwimps,Ground Zero,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00521,s00622,1,report,Radwimps,Order Made,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00522,s00519,1,report,Mika Nakashima,Life,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00523,s00535,1,report,Mr. Children,花の匂い,NA,NA,NA
Mori & Iwanaga,2017,10.1038/srep46063,m00524,s00838,1,report,東方神起,Why? (Keep Your Head Down),NA,NA,NA
Schaefer,2017,10.3389/fnins.2017.00600,m00525,s00305,2,discussion,Hans Zimmer,He's a Pirate,NA,NA,NA
Schaefer,2017,10.3389/fnins.2017.00600,m00526,s00154,2,discussion,Coldplay,The Scientist,NA,NA,NA
Schaefer,2017,10.3389/fnins.2017.00600,m00527,s00358,4,discussion,James Horner,My Heart Will Go On,NA,NA,NA
Schaefer,2017,10.3389/fnins.2017.00600,m00528,s00216,2,discussion,Enya,Only Time,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00529,s00386,1,report,Johann Sebastian Bach,Mass in B minor - BWV 232,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00530,s00125,1,report,Carl Orff,O Fortuna,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00531,s00481a,5,report,Ludwig van Beethoven,Symphony No. 9 in D minor - Op. 125,incl. Mvt. 4 (Ode to Joy),NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00532,s00620,1,report,Radiohead (Cover),Creep,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00533,s00008,1,report,Adele,Hello,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00534,s00222,1,report,Eva Cassidy,Over the Rainbow,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00535,s00670,2,report,Sarah McLachlan,Angel,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00536,s00139,1,report,Cinematic Orchestra,Arrival of the Birds,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00537,s00382,4,report,Johann Pachelbel,Canon in D,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00538,s00279,1,report,George Gershwin,Rhapsody in Blue,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00539,s00459,1,report,Les Misérables Cast,Finale,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00540,s00145,2,report,Claude Debussy,Suite Bergamasque - L. 75,Mvt. 3 (Clair de Lune),NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00541,s00385,1,report,Johann Sebastian Bach,Concerto for Two Violins in D minor - BWV 1043,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00542,s00749,1,report,The Pogues,Fairytale of New York,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00543,s00691,3,empirical,Sigur Rós,Glósóli,NA,04:34 (Crescendo/dynamic climax of distorted guitars/loud drums),NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00544,s00365,1,report,Jean Sibelius,Symphony No. 2 in D major - Op. 43,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00545,s00667a,8,report,Samuel Barber,Adagio for Strings,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00546,s00707,3,empirical,Steven Wilson,Ancestral,NA,4:02–5:02 (Guitar solo toward end of first half),NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00547,s00498,1,report,Marillion,This Strange Engine,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00548,s00389,3,report,Johann Sebastian Bach,St Matthew Passion - BWV 244,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00549,s00297,6,empirical,Gustav Holst,The Planets - Op. 32,Jupiter,3:09–4:55 (Slower thematic string progression in middle of piece),NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00550,s00301,4,report,Gustav Mahler,Symphony No. 5,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00551,s00299,3,report,Gustav Mahler,Symphony No. 2,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00552,s00689,1,report,Sia,Elastic Heart,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00553,s00313,1,report,Harry Belafonte,Day-O (The Banana Boat Song),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00554,s00742,1,report,The Fray,How to Save a Life,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00555,s00614,1,report,Radiohead,Daydreaming,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00556,s00746,1,report,The La's,Raindance,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00557,s00507,1,report,Mazzy Star,Look on Down from the Bridge,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00558,s00615,1,report,Radiohead,Everything in Its Right Place,NA,NA,NA
